code,name,name_short,name_tv,gender,function,country_code,country,country_full,nationality,nationality_full,nationality_code,height,weight,disciplines,events,birth_date
1927410,CHEN Yule,CHEN Y,CHEN Yule,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",2007-12-17
1927414,YU Shimeng,YU S,YU Shimeng,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",1999-10-15
1927416,ZHANG Dong,ZHANG D,ZHANG Dong,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1996-11-18
1927417,WANG Congkang,WANG C,WANG Congkang,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1996-10-31
1927418,BU Tingkai,BU T,BU Tingkai,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1995-12-19
1927419,DONG Yi,DONG Y,DONG Yi,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",2002-07-28
1933350,AHMED Samaa,AHMED S,Samaa AHMED,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1998-07-22
1935417,BROVKOVA Mariya,BROVKOVA M,Mariya BROVKOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",2005-01-31
1935421,YEMELYANOV Sergey,YEMELYANOV S,Sergey YEMELYANOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",1995-05-19
1935423,RAMATULLA Bekarys,RAMATULLA B,Bekarys RAMATULLA,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",2002-07-26
1935426,TOKARNYTSKYI Sergii,TOKARNYTSKYI S,Sergii TOKARNYTSKYI,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",1993-02-01
1935431,KHAIDAROV Timur,KHAIDAROV T,Timur KHAIDAROV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",1996-03-28
1935434,ISKAKOVA Rufina,ISKAKOVA R,Rufina ISKAKOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0.0,['Canoe Sprint'],"[""Women's Canoe Double 500m""]",2003-10-13
1935477,GOMEZ Paula,GOMEZ P,Paula GOMEZ,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,0,0.0,['Canoe Sprint'],"[""Women's Canoe Double 500m""]",2001-11-07
1935491,MAILLIARD Maria Jose,MAILLIARD MJ,Maria Jose MAILLIARD,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1991-01-24
1935511,ROCO Karen,ROCO K,Karen ROCO,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",1986-10-07
1937424,PIMENTA Fernando,PIMENTA F,Fernando PIMENTA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1989-08-13
1937429,RIBEIRO Joao,RIBEIRO J,Joao RIBEIRO,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",1989-08-19
1937434,BAPTISTA Messias,BAPTISTA M,Messias BAPTISTA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",1999-06-25
1937435,PORTELA Teresa,PORTELA T,Teresa PORTELA,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1987-10-30
1940212,CLARKE Alexandra,CLARKE A,Alexandra CLARKE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",1999-10-23
1940213,WOOD Alyce,WOOD A,Alyce WOOD,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1992-08-11
1940214,BULL Aly,BULL A,Aly BULL,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1995-12-01
1940216,BEERE Ella,BEERE E,Ella BEERE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1998-04-15
1940217,COLLINS Jackson,COLLINS J,Jackson COLLINS,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1998-11-05
1940218,van der WESTHUYZEN Jean,van der WESTHUYZEN,Jean van der WESTHUYZEN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",1998-12-09
1940220,HAVARD Noah,HAVARD N,Noah HAVARD,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",2000-10-11
1940221,van der WESTHUYZEN Pierre,van der WESTHUYZEN,Pierre van der WESTHUYZEN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",2003-08-18
1940222,FITZSIMMONS Riley,FITZSIMMONS R,Riley FITZSIMMONS,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1996-07-27
1940223,GREEN Tom,GREEN T,Tom GREEN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",1999-06-03
1940224,STEINEPREIS Yale,STEINEPREIS Y,Yale STEINEPREIS,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",1997-11-19
1941072,KRAVETS Uladzislau,KRAVETS U,Uladzislau KRAVETS,Male,Athlete,AIN,AIN,AIN,Belarus,Belarus,BLR,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1999-07-06
1942568,GLAZUNOW Wiktor,GLAZUNOW W,Wiktor GLAZUNOW,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1993-10-24
1942571,BOROWSKA Dorota,BOROWSKA D,Dorota BOROWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1996-02-22
1942572,STEPUN Jakub,STEPUN J,Jakub STEPUN,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",2001-08-30
1942575,KAKOL Adrianna,KAKOL A,Adrianna KAKOL,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2001-09-09
1942576,PUTTO Dominika,PUTTO D,Dominika PUTTO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",1995-12-29
1942577,WISNIEWSKA Helena,WISNIEWSKA H,Helena WISNIEWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",1999-04-18
1942579,NAJA Karolina,NAJA K,Karolina NAJA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1990-02-05
1942580,PULAWSKA Anna,PULAWSKA A,Anna PULAWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1996-02-07
1942589,SZCZERBINSKA Sylwia,SZCZERBINSKA S,Sylwia SZCZERBINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Canoe Double 500m""]",1997-10-11
1942591,KORSAK Przemyslaw,KORSAK P,Przemyslaw KORSAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",1999-04-08
1942597,KLATT Martyna,KLATT M,Martyna KLATT,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1999-02-04
1945370,LEGARTH Hamish,LEGARTH H,Hamish LEGARTH,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1999-08-16
1945374,MATEHAERE Lucy,MATEHAERE L,Lucy MATEHAERE,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",2000-08-05
1945375,VAUGHAN Tara,VAUGHAN T,Tara VAUGHAN,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2003-12-28
1945376,BROWN Max,BROWN M,Max BROWN,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m"", ""Men's Kayak Four 500m""]",1995-04-09
1945377,FISHER Aimee,FISHER A,Aimee FISHER,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1995-01-24
1945378,HOSKIN Alicia,HOSKIN A,Alicia HOSKIN,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",2000-02-06
1945383,CARRINGTON Lisa,CARRINGTON L,Lisa CARRINGTON,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1989-06-23
1945385,CLANCY Grant,CLANCY G,Grant CLANCY,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m"", ""Men's Kayak Four 500m""]",2001-07-15
1945392,BRETT Olivia,BRETT O,Olivia BRETT,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2001-06-18
1945395,IMRIE Kurtis,IMRIE K,Kurtis IMRIE,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1996-01-28
1945968,TRUSHKINA Yuliya,TRUSHKINA Y,Yuliya TRUSHKINA,Female,Athlete,AIN,AIN,AIN,Belarus,Belarus,BLR,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2002-10-23
1948347,BAJUK Anastazija,BAJUK A,Anastazija BAJUK,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2002-08-31
1948349,DOSTANIC Marija,DOSTANIC M,Marija DOSTANIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",1999-07-29
1948352,NOVAKOVIC Milica,NOVAKOVIC M,Milica NOVAKOVIC,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",1988-05-19
1948354,STANOJEV Dunja,STANOJEV D,Dunja STANOJEV,Female,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2004-11-28
1948356,DRAGOSAVLJEVIC Marko,DRAGOSAVLJEVIC M,Marko DRAGOSAVLJEVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1994-09-25
1948357,DZOMBETA Andjelo,DZOMBETA A,Andjelo DZOMBETA,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1996-08-20
1948360,NOVAKOVIC Marko,NOVAKOVIC M,Marko NOVAKOVIC,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1989-01-04
1948362,TORUBAROV Vladimir,TORUBAROV V,Vladimir TORUBAROV,Male,Athlete,SRB,Serbia,Serbia,Serbia,Serbia,SRB,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1993-03-22
1952586,VERGUTZ Ana Paula,VERGUTZ AP,Ana Paula VERGUTZ,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1989-04-20
1952595,QUEIROZ Isaquias,QUEIROZ I,Isaquias QUEIROZ,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",1994-01-03
1952596,NASCIMENTO GODMANN Jacky Jamael,NASCIMENTO GODMANN,Jacky Jamael NASCIMENTO GODMANN,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",1999-04-14
1952598,NUNES BASTOS dos SANTOS Mateus,NUNES BASTOS dos,Mateus NUNES BASTOS dos SANTOS,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",2006-04-11
1952600,CONCEICAO DO NASCIMENTO Valdenice,CONCEICAO DO NASC,Valdenice CONCEICAO DO NASCIMENTO,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",1989-10-16
1952601,SOUTA Vagner Junior,SOUTA VJ,Vagner Junior SOUTA,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1991-02-10
1953983,AREVALO Carlos,AREVALO C,Carlos AREVALO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1993-12-06
1953989,CORBERA Maria,CORBERA M,Maria CORBERA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1991-11-20
1953992,CRAVIOTTO Saul,CRAVIOTTO S,Saul CRAVIOTTO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1984-11-03
1953993,CRESPO Pablo,CRESPO P,Pablo CRESPO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",2002-02-01
1953994,CUBELOS Francisco,CUBELOS F,Francisco CUBELOS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1992-10-08
1953995,del RIO Adrian,del RIO A,Adrian del RIO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",2002-12-20
1953996,DOMINGUEZ Diego,DOMINGUEZ D,Diego DOMINGUEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",2003-05-04
1953999,FERNANDEZ Estefania,FERNANDEZ E,Estefania FERNANDEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",1996-06-25
1954004,GARCIA OTERO Carolina,GARCIA OTERO C,Carolina GARCIA OTERO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1999-11-23
1954008,GERMADE Rodrigo,GERMADE R,Rodrigo GERMADE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1990-08-23
1954014,JACOME Antia,JACOME A,Antia JACOME,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1999-11-22
1954017,LAZKANO Begona,LAZKANO B,Begona LAZKANO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1994-01-14
1954023,MORENO Joan Antoni,MORENO JA,Joan Antoni MORENO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",2000-04-04
1954029,OUZANDE Sara,OUZANDE S,Sara OUZANDE,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1996-08-11
1954037,PORTELA Teresa,PORTELA T,Teresa PORTELA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",1982-05-05
1954051,COOPER Marcus,COOPER M,Marcus COOPER,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1994-10-03
1955121,ECKER Jonas,ECKER J,Jonas ECKER,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",2002-10-26
1955126,HARRISON Nevin,HARRISON N,Nevin HARRISON,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2002-06-02
1955141,SMALL Aaron,SMALL A,Aaron SMALL,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m"", ""Men's Kayak Double 500m""]",2001-07-11
1961764,CLIFTON Tuva'a,CLIFTON T,Tuva'a CLIFTON,Male,Athlete,SAM,Samoa,Samoa,Samoa,Samoa,SAM,0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1997-06-29
1964545,LAVIGNE Laurent,LAVIGNE L,Laurent LAVIGNE,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",2001-05-16
1964547,VINCENT Katie,VINCENT K,Katie VINCENT,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1996-03-12
1964548,POULIN Pierre-Luc,POULIN PL,Pierre-Luc POULIN,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1995-12-21
1964553,JENSEN Sophia,JENSEN S,Sophia JENSEN,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2001-09-18
1964556,RUSSELL Michelle,RUSSELL M,Michelle RUSSELL,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1992-06-27
1964559,MATVEEV Nicholas,MATVEEV N,Nicholas MATVEEV,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1997-08-07
1964565,FITZPATRICK Connor,FITZPATRICK C,Connor FITZPATRICK,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1998-08-13
1964567,STOTT Courtney,STOTT C,Courtney STOTT,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1992-05-11
1964570,BESHARAH-HREBACKA Toshka,BESHARAH-HREBACKA,Toshka BESHARAH-HREBACKA,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",2003-04-30
1964577,McTAVISH Simon,McTAVISH S,Simon McTAVISH,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1996-07-19
1964579,DAVISON Natalie,DAVISON N,Natalie DAVISON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1992-01-12
1964582,MELANSON Riley,MELANSON R,Riley MELANSON,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",1999-05-19
1964583,MACKENZIE Sloan,MACKENZIE S,Sloan MACKENZIE,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0.0,['Canoe Sprint'],"[""Women's Canoe Double 500m""]",2002-05-16
1966219,CLIFTON Samalulu,CLIFTON S,Samalulu CLIFTON,Female,Athlete,SAM,Samoa,Samoa,Samoa,Samoa,SAM,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1999-03-25
1966875,VORSSELMAN Ruth,VORSSELMAN R,Ruth VORSSELMAN,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1997-03-23
1966877,KONIJN Selma,KONIJN S,Selma KONIJN,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1999-04-29
1977421,SZPERKIEWICZ Katarzyna,SZPERKIEWICZ K,Katarzyna SZPERKIEWICZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",2001-05-23
1979109,KOROVASHKOV Alexey,KOROVASHKOV A,Alexey KOROVASHKOV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0.0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",1992-04-01
1979110,PETROV Zakhar,PETROV Z,Zakhar PETROV,Male,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0.0,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",2002-05-13
1979114,ROMASENKO Olesia,ROMASENKO O,Olesia ROMASENKO,Female,Athlete,AIN,AIN,AIN,Russian Federation,Russian Federation,RUS,0,0.0,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",1990-01-12
1539974,GILLESPIE Lara,GILLESPIE L,Lara GILLESPIE,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0,0.0,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",2001-04-21
1539976,MURPHY Kelly,MURPHY K,Kelly MURPHY,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0,0.0,['Cycling Track'],"[""Women's Team Pursuit""]",1989-11-03
1539977,GRIFFIN Mia,GRIFFIN M,Mia GRIFFIN,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0,0.0,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",1998-12-30
1539978,CREIGHTON Erin,CREIGHTON E,Erin CREIGHTON,Female,Alternate Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0,0.0,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",2004-03-06
1539982,SHARPE Alice,SHARPE A,Alice SHARPE,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0,0.0,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",1994-05-03
1543495,BAYONA PINEDA Martha,BAYONA PINEDA M,Martha BAYONA PINEDA,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0.0,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint""]",1995-08-12
1543498,QUINTERO CHAVARRO Kevin Santiago,QUINTERO CHAVARRO,Kevin Santiago QUINTERO CHAVARRO,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0.0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint""]",1998-10-28
1543501,ORTEGA FONTALVO Cristian David,ORTEGA FONTALVO CD,Cristian David ORTEGA FONTALVO,Male,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0.0,['Cycling Track'],"[""Men's Keirin"", ""Men's Sprint""]",2000-09-29
